SRA Accession,RECEIPT,TRAVEL,SNP,lat ,lon,Discrepancy Lat/Lon,Country,Region,Sub-region,RECEIPT_datetime,Cluster
SRR8706064,2015-10-14,,1.1.2.61.61.561.3790,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-14,6
SRR6898884,2017-10-18,Dominican republic,1.1.2.61.61.4202.8694,18.735693,-70.162651,0.0,Dominican republic,Americas,Latin America and the Caribbean,2017-10-18,6
SRR6920018,2017-10-18,,1.1.2.80.349.1012.8688,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-18,6
SRR6918336,2017-10-23,,1.1.2.67.3235.4214.8720,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-23,6
SRR6919478,2017-10-23,Dominica,1.1.2.61.61.4202.8722,15.414999,-61.370976,0.0,Dominica,Americas,Latin America and the Caribbean,2017-10-23,6
SRR6921975,2017-10-23,Turkey,1.1.2.28.149.149.8726,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2017-10-23,6
SRR6922564,2017-10-23,Indonesia,1.1.2.35.1789.4196.8725,-0.789275,113.921327,0.0,Indonesia,Asia,South-eastern Asia,2017-10-23,6
SRR6900501,2017-10-23,,1.1.2.61.61.561.7188,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-23,6
SRR7533277,2015-10-16,,1.1.2.12.12.590.3838,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-16,6
SRR6901082,2017-10-18,,1.1.2.12.12.4201.8692,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-18,6
SRR6920458,2017-10-18,,1.1.2.80.100.100.8659,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-18,6
SRR6919323,2017-10-18,Cape verde,1.1.2.80.100.100.8659,16.002082,-24.013197,0.0,Cape verde,Africa,Sub-Saharan Africa,2017-10-18,6
SRR6919712,2017-10-18,,1.1.2.28.149.149.8687,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-18,6
SRR6897948,2017-10-18,Dominican republic,1.1.2.61.61.61.8691,18.735693,-70.162651,0.0,Dominican republic,Americas,Latin America and the Caribbean,2017-10-18,6
SRR8706102,2015-10-15,,1.1.2.1712.58.370.3830,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-15,6
SRR7890490,2015-10-15,,1.1.2.80.1946.2332.3791,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-15,6
SRR8705968,2015-10-16,,1.1.2.359.380.2363.3839,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-16,6
SRR6898331,2017-10-24,Hungary,1.1.2.1705.3234.4212.8718,47.162494,19.503304,0.0,Hungary,Europe,Eastern Europe,2017-10-24,6
SRR5220109,2015-10-19,Egypt,1.1.2.28.43.380.3796,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2015-10-19,6
SRR5220192,2015-10-19,Uzbekistan,1.1.2.140.140.2383.3892,41.377491,64.585262,0.0,Uzbekistan,Asia,Central Asia,2015-10-19,6
SRR3284745,2015-10-20,,1.1.2.28.195.2365.3845,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-20,6
SRR5193294,2015-10-20,,1.1.2.28.109.109.3880,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-20,6
SRR5216242,2015-10-14,Egypt,1.1.2.28.870.1996.3817,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2015-10-14,6
SRR5220423,2015-10-14,,1.1.2.12.12.590.3824,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-14,6
SRR5216230,2015-10-14,,1.1.2.28.149.149.3901,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-14,6
SRR5215689,2015-10-15,,1.1.2.63.63.63.3810,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-15,6
SRR6920002,2017-10-31,Dominican republic,1.1.2.61.61.4202.8722,18.735693,-70.162651,0.0,Dominican republic,Americas,Latin America and the Caribbean,2017-10-31,6
SRR5220458,2015-10-12,Bulgaria,1.1.2.12.12.665.3750,42.733883,25.48583,0.0,Bulgaria,Europe,Eastern Europe,2015-10-12,6
SRR3284848,2015-10-12,,1.1.2.28.43.380.3796,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-12,6
SRR6900641,2017-10-30,,1.1.2.61.61.561.8754,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-30,6
SRR6898000,2017-10-31,,1.1.2.80.349.1012.8606,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-31,6
SRR6901194,2017-10-31,Egypt,1.1.2.2073.389.2854.7979,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2017-10-31,6
SRR6921937,2017-10-31,,1.1.2.80.1373.1574.8747,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-31,6
SRR6918876,2017-10-31,,1.1.2.28.195.358.7012,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-31,6
SRR6900192,2017-10-31,Dominican republic,1.1.2.61.61.561.7714,18.735693,-70.162651,0.0,Dominican republic,Americas,Latin America and the Caribbean,2017-10-31,6
SRR7416336,2015-10-09,Asian continent,1.1.2.284.284.791.3751,#N/A,#N/A,1.0,NA,Asia,,2015-10-09,6
SRR7204397,2015-10-12,Unknown Destination,1.1.2.61.61.61.3781,#N/A,#N/A,1.0,NA,,,2015-10-12,6
SRR5193413,2015-10-13,,1.1.2.28.520.541.3855,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-13,6
SRR8706007,2015-10-13,,1.1.2.208.208.1938.3857,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-13,6
SRR7285923,2015-10-13,,1.1.2.61.61.61.3865,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-13,6
SRR5220272,2015-10-08,,1.1.2.208.208.560.3764,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-08,6
SRR5216442,2015-10-08,Egypt,1.1.2.2073.1933.2316.3755,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2015-10-08,6
SRR5215643,2015-10-08,Unknown Destination,1.1.2.7.426.2307.3734,#N/A,#N/A,1.0,NA,,,2015-10-08,6
SRR7414973,2015-10-08,,1.1.2.2073.1887.2313.3748,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-08,6
SRR6922664,2017-10-30,Morocco,1.1.2.80.349.1012.8762,31.791702,-7.09262,0.0,Morocco,Africa,Northern Africa,2017-10-30,6
SRR5220666,2015-10-13,Spain,1.1.2.63.63.755.940,40.463667,-3.74922,0.0,Spain,Europe,Southern Europe,2015-10-13,6
SRR6900555,2017-10-26,,1.1.2.28.125.2186.8741,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-26,6
SRR6901149,2017-10-26,,1.1.2.1326.800.4219.8732,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-26,6
SRR6919321,2017-10-26,,1.1.2.174.3238.4220.8733,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-26,6
SRR6920011,2017-10-26,,1.1.2.174.3238.4220.8733,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-26,6
SRR6919994,2017-10-27,Indonesia,1.1.2.28.354.3302.8727,-0.789275,113.921327,0.0,Indonesia,Asia,South-eastern Asia,2017-10-27,6
SRR6920171,2017-10-30,Morocco,1.1.2.80.349.1012.8756,31.791702,-7.09262,0.0,Morocco,Africa,Northern Africa,2017-10-30,6
SRR6897615,2017-10-30,,1.1.2.80.349.1012.5795,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-30,6
SRR6899271,2017-10-18,Turkey,1.1.2.28.149.149.8687,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2017-10-18,6
SRR6922128,2017-10-24,,1.1.2.61.61.4202.8722,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-24,6
SRR6900959,2017-10-24,,1.1.2.2066.411.3654.8658,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-24,6
SRR6919949,2017-10-25,,1.1.2.1804.134.4222.8737,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-25,6
SRR6899397,2017-10-25,,1.1.2.80.100.100.8659,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-25,6
SRR6900654,2017-10-25,Dominica,1.1.2.61.61.561.8739,15.414999,-61.370976,0.0,Dominica,Americas,Latin America and the Caribbean,2017-10-25,6
SRR5193591,2015-10-13,Egypt,1.1.2.64.64.1930.3714,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2015-10-13,6
SRR5220877,2015-10-09,Dominican republic,1.1.2.61.61.561.3740,18.735693,-70.162651,0.0,Dominican republic,Americas,Latin America and the Caribbean,2015-10-09,6
SRR5216378,2015-10-09,,1.1.2.28.354.2375.3872,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-09,6
SRR6918646,2017-10-10,Poland,1.1.2.12.12.4185.8627,51.919438,19.145136,0.0,Poland,Europe,Eastern Europe,2017-10-10,6
SRR5193717,2015-10-26,,1.1.2.313.1976.2366.3850,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-26,6
SRR7286819,2015-10-26,Spain,1.1.2.208.208.560.3955,40.463667,-3.74922,0.0,Spain,Europe,Southern Europe,2015-10-26,6
SRR3322107,2015-10-26,,1.1.2.32.1671.1932.3968,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-26,6
SRR8706099,2015-10-26,,1.1.2.63.63.63.3973,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-26,6
SRR7469020,2015-10-26,Asian continent,1.1.2.28.354.2047.3966,#N/A,#N/A,1.0,NA,Asia,,2015-10-26,6
SRR8543259,2017-10-09,,1.1.2.1326.544.571.8608,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-09,6
SRR6898834,2017-10-09,,1.1.2.80.349.1012.8606,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-09,6
SRR6901067,2017-10-10,Egypt,1.1.2.2073.389.2854.8656,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2017-10-10,6
SRR3285453,2015-10-26,,1.1.2.313.1976.2366.3850,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-26,6
SRR6898005,2017-10-10,,1.1.2.12.12.590.8621,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-10,6
SRR6919809,2017-10-10,,1.1.2.116.2151.2624.8622,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-10,6
SRR5220453,2015-10-22,Egypt,1.1.2.28.43.380.3796,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2015-10-22,6
SRR5216506,2015-10-23,Albania,1.1.2.1326.1994.2390.3910,41.153332,20.168331,0.0,Albania,Europe,Southern Europe,2015-10-23,6
SRR5220188,2015-10-23,,1.1.2.29.29.29.3933,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-23,6
SRR7444137,2015-10-23,,1.1.2.15.729.2010.3853,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-23,6
SRR6900118,2017-10-10,Morocco,1.1.2.80.349.1012.8606,31.791702,-7.09262,0.0,Morocco,Africa,Northern Africa,2017-10-10,6
SRR6918612,2017-10-11,Egypt,1.1.2.28.43.883.8649,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2017-10-11,6
SRR6900089,2017-10-05,,1.1.2.15.361.1950.8598,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-05,6
SRR6918629,2017-10-05,China,1.1.2.7.3216.4176.8587,35.86166,104.195397,0.0,China,Asia,Eastern Asia,2017-10-05,6
SRR6922752,2017-10-05,Austria,1.1.2.95.95.4177.8588,47.516231,14.550072,0.0,Austria,Europe,Western Europe,2017-10-05,6
SRR6919827,2017-10-10,,1.1.2.61.61.61.8628,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-10,6
SRR8705983,2015-10-27,,1.1.2.28.520.541.623,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-27,6
SRR5220897,2015-10-27,,1.1.2.208.208.1938.3922,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-27,6
SRR7209563,2015-10-27,,1.1.2.1711.2003.2405.3961,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-27,6
SRR3322968,2015-10-27,Thailand,1.1.2.206.1997.2394.3921,15.870032,100.992541,0.0,Thailand,Asia,South-eastern Asia,2015-10-27,6
SRR5193600,2015-10-28,Spain,1.1.2.1326.373.2393.3918,40.463667,-3.74922,0.0,Spain,Europe,Southern Europe,2015-10-28,6
SRR6918350,2017-10-11,,1.1.2.1326.544.571.8642,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-11,6
SRR6919121,2017-10-05,,1.1.2.12.12.12.8561,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-05,6
SRR6921920,2017-10-06,,1.1.2.80.349.2639.8613,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-06,6
SRR6920192,2017-10-06,,1.1.2.12.12.4122.8430,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-06,6
SRR6924154,2017-10-09,,1.1.2.28.2953.3726.8607,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-09,6
SRR6919225,2017-10-09,,1.1.2.67.3220.4182.8612,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-09,6
SRR7516490,2015-10-28,,1.1.2.28.1998.2396.3928,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-28,6
SRR3285411,2015-10-28,,1.1.2.273.602.798.3931,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-28,6
SRR7297982,2015-10-26,China,1.1.2.1181.2005.2408.3969,35.86166,104.195397,0.0,China,Asia,Eastern Asia,2015-10-26,6
SRR6899399,2017-10-16,Spain,1.1.2.80.1903.2273.8653,40.463667,-3.74922,0.0,Spain,Europe,Southern Europe,2017-10-16,6
SRR6919979,2017-10-16,,1.1.2.12.12.12.8663,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-16,6
SRR5216447,2015-10-22,,1.1.2.63.63.63.3911,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-22,6
SRR5216366,2015-10-20,Asian continent,1.1.2.4.4.2384.3893,#N/A,#N/A,1.0,NA,Asia,,2015-10-20,6
SRR3285355,2015-10-20,Bulgaria,1.1.2.12.12.590.3896,42.733883,25.48583,0.0,Bulgaria,Europe,Eastern Europe,2015-10-20,6
SRR5193838,2015-10-20,Turkey,1.1.2.28.149.149.3870,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2015-10-20,6
SRR7122564,2015-10-20,,1.1.2.28.149.149.3841,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-20,6
SRR5193334,2015-10-20,,1.1.2.28.628.672.3883,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-20,6
SRR6918651,2017-10-16,Morocco,1.1.2.80.728.4192.8655,31.791702,-7.09262,0.0,Morocco,Africa,Northern Africa,2017-10-16,6
SRR6898379,2017-10-16,African continent,1.1.2.80.100.100.8659,#N/A,#N/A,1.0,NA,Africa,,2017-10-16,6
SRR6898875,2017-10-16,Spain,1.1.2.2066.411.3654.8658,40.463667,-3.74922,0.0,Spain,Europe,Southern Europe,2017-10-16,6
SRR6900503,2017-10-17,,1.1.2.28.125.2186.8721,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-17,6
SRR6918343,2017-10-17,,1.1.2.35.1789.4196.8673,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-17,6
SRR6921985,2017-10-17,Turkey,1.1.2.1256.2146.2617.8672,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2017-10-17,6
SRR7885259,2017-10-17,,1.1.2.2073.389.2854.7979,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-17,6
SRR6922519,2017-10-17,Dominican republic,1.1.2.61.61.4062.8667,18.735693,-70.162651,0.0,Dominican republic,Americas,Latin America and the Caribbean,2017-10-17,6
SRR5216554,2015-10-20,Turkey,1.1.2.1712.58.370.3873,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2015-10-20,6
SRR7427051,2015-10-21,,1.1.2.313.1976.2366.3850,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-21,6
SRR3285498,2015-10-21,,1.1.2.63.1758.2065.3900,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-21,6
SRR6900864,2017-10-11,,1.1.2.80.349.1012.8637,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-11,6
SRR6920553,2017-10-11,,1.1.2.80.349.1012.5795,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-11,6
SRR6918301,2017-10-11,,1.1.2.80.1903.2273.8631,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-11,6
SRR6901146,2017-10-11,Asian continent,1.1.2.28.195.4186.8632,#N/A,#N/A,1.0,NA,Asia,,2017-10-11,6
SRR6922627,2017-10-12,,1.1.2.28.195.195.8646,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-12,6
SRR3585355,2015-10-23,Mexico,1.1.2.1177.1995.2391.3912,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-10-23,6
SRR5220948,2015-10-21,,1.1.2.1712.58.566.3869,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-21,6
SRR5220184,2015-10-21,,1.1.2.28.520.541.623,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-21,6
SRR3284742,2015-11-24,,1.1.2.208.208.1938.2875,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-11-24,6
SRR7443929,2015-10-22,European continent,1.1.2.1072.1759.2388.3908,#N/A,#N/A,1.0,NA,Europe,,2015-10-22,6
SRR3284694,2015-10-22,,1.1.2.28.149.149.3161,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-22,6
SRR7495731,2015-10-22,,1.1.2.284.284.791.3751,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-22,6
SRR6922683,2017-10-12,Dominican republic,1.1.2.61.61.61.8643,18.735693,-70.162651,0.0,Dominican republic,Americas,Latin America and the Caribbean,2017-10-12,6
SRR7533525,2017-10-13,Cuba,1.1.2.15.361.2574.4401,21.521757,-77.781167,0.0,Cuba,Americas,Latin America and the Caribbean,2017-10-13,6
SRR6897875,2017-10-13,Cape verde,1.1.2.80.100.100.8659,16.002082,-24.013197,0.0,Cape verde,Africa,Sub-Saharan Africa,2017-10-13,6
SRR6900155,2017-10-16,,1.1.2.80.1903.2273.8664,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-16,6
SRR6900690,2017-10-16,Egypt,1.1.2.2073.389.2854.8660,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2017-10-16,6
SRR5216389,2016-02-08,,1.1.2.28.125.2186.4406,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-02-08,6
SRR5193240,2016-02-10,,1.1.2.61.61.61.4413,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-02-10,6
SRR6918346,2017-08-31,,1.1.2.15.361.4072.8270,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-08-31,6
SRR6898105,2017-08-31,Caribbean,1.1.2.61.61.4062.9646,#N/A,#N/A,1.0,Caribbean,Americas,Northern America,2017-08-31,6
SRR6899359,2017-08-31,Poland,1.1.2.12.12.12.7700,51.919438,19.145136,0.0,Poland,Europe,Eastern Europe,2017-08-31,6
SRR6919497,2017-08-31,Fiji,1.1.2.28.195.4596.9575,-16.578193,179.414413,0.0,Fiji,Oceania,Melanesia,2017-08-31,6
SRR5194214,2016-02-12,,1.1.2.1030.1856.2581.4423,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-02-12,6
SRR5215789,2016-02-15,Bosnia and Herzegovina,1.1.2.28.1998.2582.4426,43.915886,17.679076,0.0,Bosnia and Herzegovina,Europe,Southern Europe,2016-02-15,6
SRR5216542,2016-02-15,,1.1.2.28.195.195.4419,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-02-15,6
SRR5220505,2016-02-08,,1.1.2.41.41.2576.4403,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-02-08,6
SRR6901070,2016-02-10,,1.1.2.80.453.467.4408,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-02-10,6
SRR5220704,2016-02-08,,1.1.2.206.2119.2578.4409,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-02-08,6
SRR5193726,2016-02-08,,1.1.2.64.64.1930.3714,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-02-08,6
SRR5216159,2016-02-08,Cuba,1.1.2.15.361.2574.4401,21.521757,-77.781167,0.0,Cuba,Americas,Latin America and the Caribbean,2016-02-08,6
SRR8701072,2016-02-08,Dominican republic,1.1.2.61.61.61.4410,18.735693,-70.162651,0.0,Dominican republic,Americas,Latin America and the Caribbean,2016-02-08,6
SRR6924067,2017-08-31,,1.1.2.314.476.3137.5912,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-08-31,6
SRR6900912,2017-08-31,Turkey,1.1.2.28.149.149.8158,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2017-08-31,6
SRR6900920,2017-08-31,Slovakia,1.1.2.2279.3026.3850.8257,48.669026,19.699024,0.0,Slovakia,Europe,Eastern Europe,2017-08-31,6
SRR6899428,2017-09-01,,1.1.2.206.3161.4080.8286,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-09-01,6
SRR6898452,2017-08-30,,1.1.2.80.349.1012.8287,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-08-30,6
SRR6919114,2016-02-17,Spain,1.1.2.131.456.470.4429,40.463667,-3.74922,0.0,Spain,Europe,Southern Europe,2016-02-17,6
SRR5216289,2016-02-18,Asian continent,1.1.2.178.2122.2583.4433,#N/A,#N/A,1.0,NA,Asia,,2016-02-18,6
SRR5193668,2016-02-18,,1.1.2.275.275.275.3206,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-02-18,6
SRR6918627,2017-08-30,Turkey,1.1.2.28.149.149.8158,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2017-08-30,6
SRR6901143,2017-08-30,Asian continent,1.1.2.224.1685.1955.9608,#N/A,#N/A,1.0,NA,Asia,,2017-08-30,6
SRR6897989,2017-08-30,Thailand,1.1.2.34.2296.2850.9611,15.870032,100.992541,0.0,Thailand,Asia,South-eastern Asia,2017-08-30,6
SRR6900360,2017-08-30,Zimbabwe,1.1.2.1064.3494.4604.9631,-19.015438,29.154857,0.0,Zimbabwe,Africa,Sub-Saharan Africa,2017-08-30,6
SRR6898833,2017-08-30,Turkey,1.1.2.28.149.149.9597,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2017-08-30,6
SRR6898463,2017-09-01,,1.1.2.28.3162.4081.8289,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-09-01,6
SRR6898402,2017-08-29,,1.1.2.12.12.12.9636,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-08-29,6
SRR6898443,2017-08-29,Turkey,1.1.2.1711.50.50.8153,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2017-08-29,6
SRR6898307,2017-08-29,,1.1.2.80.1903.2273.9600,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-08-29,6
SRR6922504,2017-08-29,,1.1.2.28.195.195.9590,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-08-29,6
SRR6919769,2017-08-29,Dominican republic,1.1.2.61.61.61.9649,18.735693,-70.162651,0.0,Dominican republic,Americas,Latin America and the Caribbean,2017-08-29,6
SRR6920147,2017-08-29,Dominican republic,1.1.2.61.61.61.8240,18.735693,-70.162651,0.0,Dominican republic,Americas,Latin America and the Caribbean,2017-08-29,6
SRR5215881,2016-02-09,Cuba,1.1.2.15.2118.2577.4405,21.521757,-77.781167,0.0,Cuba,Americas,Latin America and the Caribbean,2016-02-09,6
SRR5215804,2016-02-10,Cuba,1.1.2.15.2056.2487.4165,21.521757,-77.781167,0.0,Cuba,Americas,Latin America and the Caribbean,2016-02-10,6
SRR6901112,2017-09-05,,1.1.2.12.12.12.7692,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-09-05,6
SRR5220520,2016-01-20,,1.1.2.229.229.229.1804,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-01-20,6
SRR6922724,2016-01-20,,1.1.2.147.1047.2550.4347,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-01-20,6
SRR6920560,2016-01-21,,1.1.2.28.1823.2160.4365,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-01-21,6
SRR5216520,2016-01-21,,1.1.2.12.12.590.3896,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-01-21,6
SRR5216275,2016-01-22,,1.1.2.1197.2036.2463.4367,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-01-22,6
SRR6919792,2017-09-05,Unknown Destination,1.1.2.34.2296.2850.8266,#N/A,#N/A,1.0,NA,,,2017-09-05,6
SRR6901006,2017-09-05,Turkey,1.1.2.2241.3159.4075.8277,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2017-09-05,6
SRR6918309,2017-09-05,Turkey,1.1.2.2341.3160.4076.8281,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2017-09-05,6
SRR5216210,2016-01-20,,1.1.2.234.1659.1915.4348,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-01-20,6
SRR6919252,2017-09-05,Unknown Destination,1.1.2.61.61.4062.8263,#N/A,#N/A,1.0,NA,,,2017-09-05,6
SRR6919304,2017-09-06,Mexico,1.1.2.1182.3168.4091.8342,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2017-09-06,6
SRR6922067,2016-01-25,,1.1.2.102.2102.2556.4369,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-01-25,6
SRR5215506,2016-01-25,,1.1.2.1326.373.1024.4366,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-01-25,6
SRR5193463,2016-01-13,,1.1.2.61.61.561.4324,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-01-13,6
SRR5216454,2016-01-13,Switzerland,1.1.2.206.939.2536.4314,46.818188,8.227512,0.0,Switzerland,Europe,Western Europe,2016-01-13,6
SRR5194271,2016-01-13,Cuba,1.1.2.15.2089.2535.4313,21.521757,-77.781167,0.0,Cuba,Americas,Latin America and the Caribbean,2016-01-13,6
SRR6919117,2016-01-14,,1.1.2.67.67.2542.4326,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-01-14,6
